"helys","hossz","szel","long","lat"
"Makkoshotyka","21:31.17","48:21.52",21.5195,48.3586666666667
"Maklár","20:24.80","47:48.47",20.4133333333333,47.8078333333333
"Makó","20:28.81","46:13.23",20.4801666666667,46.2205
"Malomsok","17:23.40","47:27.00",17.39,47.45
"Mályi","20:49.44","48:00.96",20.824,48.016
"Mályinka","20:29.71","48:09.29",20.4951666666667,48.1548333333333
"Mánd","22:36.22","48:00.05",22.6036666666667,48.0008333333333
"Mándok","22:11.04","48:19.18",22.184,48.3196666666667
"Mánfa","18:14.45","46:09.65",18.2408333333333,46.1608333333333
"Mány","18:39.52","47:31.95",18.6586666666667,47.5325
"Maráza","18:30.88","46:04.59",18.5146666666667,46.0765
"Marcalgergelyi","17:16.17","47:18.75",17.2695,47.3125
"Marcali","17:24.65","46:35.01",17.4108333333333,46.5835
"Marcaltõ","17:21.96","47:25.98",17.366,47.433
"Márfa","18:11.26","45:51.58",18.1876666666667,45.8596666666667
"Máriahalom","18:42.58","47:37.65",18.7096666666667,47.6275
"Máriakálnok","17:19.44","47:51.53",17.324,47.8588333333333
"Máriakéménd","18:27.87","46:01.63",18.4645,46.0271666666667
"Márianosztra","18:52.44","47:51.92",18.874,47.8653333333333
"Máriapócs","22:01.46","47:52.54",22.0243333333333,47.8756666666667
"Markaz","20:03.43","47:49.51",20.0571666666667,47.8251666666667
"Márkháza","19:43.16","48:00.90",19.7193333333333,48.015
"Márkó","17:48.82","47:07.50",17.8136666666667,47.125
"Markóc","17:45.95","45:51.79",17.7658333333333,45.8631666666667
"Markotabödöge","17:18.73","47:40.96",17.3121666666667,47.6826666666667
"Maróc","16:40.06","46:32.85",16.6676666666667,46.5475
"Marócsa","17:48.99","45:54.89",17.8165,45.9148333333333
"Márok","18:30.62","45:52.46",18.5103333333333,45.8743333333333
"Márokföld","16:26.54","46:43.07",16.4423333333333,46.7178333333333
"Márokpapi","22:19.27","47:57.40",22.3211666666667,47.9566666666667
"Maroslele","20:20.60","46:16.16",20.3433333333333,46.2693333333333
"Mártély","20:14.43","46:28.12",20.2405,46.4686666666667
"Martfû","20:17.24","47:01.19",20.2873333333333,47.0198333333333
"Martonfa","18:22.53","46:06.95",18.3755,46.1158333333333
"Martonvásár","18:47.55","47:19.09",18.7925,47.3181666666667
"Martonyi","20:46.14","48:28.12",20.769,48.4686666666667
"Mátészalka","22:19.27","47:57.40",22.3211666666667,47.9566666666667
"Mátételke","19:16.94","46:09.76",19.2823333333333,46.1626666666667
"Mátraballa","20:01.40","47:58.99",20.0233333333333,47.9831666666667
"Mátraderecske","20:05.20","47:56.88",20.0866666666667,47.948
"Mátramindszent","19:56.13","47:58.86",19.9355,47.981
"Mátranovák","19:58.97","48:02.35",19.9828333333333,48.0391666666667
"Mátraszele","19:53.81","48:03.29",19.8968333333333,48.0548333333333
"Mátraszentimre","19:52.86","47:54.51",19.881,47.9085
"Mátraszõlõs","19:41.00","47:57.54",19.6833333333333,47.959
"Mátraterenye","19:57.47","48:01.59",19.9578333333333,48.0265
"Mátraverebély","19:46.70","47:58.41",19.7783333333333,47.9735
"Mátyásdomb","18:20.94","46:55.35",18.349,46.9225
"Matty","18:16.07","45:47.75",18.2678333333333,45.7958333333333
"Mátyus","22:17.10","48:17.00",22.285,48.2833333333333
"Máza","18:23.92","46:15.96",18.3986666666667,46.266
"Mecseknádasd","18:28.04","46:13.45",18.4673333333333,46.2241666666667
"Mecsekpölöske","18:12.68","46:13.35",18.2113333333333,46.2225
"Mecsér","17:28.61","47:47.75",17.4768333333333,47.7958333333333
"Medgyesbodzás","20:57.71","46:31.10",20.9618333333333,46.5183333333333
"Medgyesegyháza","21:01.80","46:29.78",21.03,46.4963333333333
"Medina","18:38.70","46:28.49",18.645,46.4748333333333
"Megyaszó","21:03.37","48:11.29",21.0561666666667,48.1881666666667
"Megyehid","16:50.61","47:12.77",16.8435,47.2128333333333
"Megyer","17:11.66","47:03.75",17.1943333333333,47.0625
"Meggyeskovácsi","16:52.26","47:09.89",16.871,47.1648333333333
"Méhkerék","21:26.86","46:46.61",21.4476666666667,46.7768333333333
"Méhtelek","22:53.67","47:58.02",22.8945,47.967
"Mekényes","18:20.12","46:23.38",18.3353333333333,46.3896666666667
"Mélykút","19:22.80","46:12.80",19.38,46.2133333333333
"Mencshely","17:42.05","46:56.78",17.7008333333333,46.9463333333333
"Mende","19:27.64","47:26.02",19.4606666666667,47.4336666666667
"Méra","21:09.23","48:21.56",21.1538333333333,48.3593333333333
"Merenye","17:41.94","46:04.15",17.699,46.0691666666667
"Mérges","17:26.74","47:36.04",17.4456666666667,47.6006666666667
"Mérk","22:22.64","47:47.14",22.3773333333333,47.7856666666667
"Mernye","17:49.52","46:30.44",17.8253333333333,46.5073333333333
"Mersevát","17:12.24","47:17.43",17.204,47.2905
"Mesterháza","16:51.75","47:22.44",16.8625,47.374
"Mesteri","17:05.38","47:13.53",17.0896666666667,47.2255
"Mesterszállás","20:25.87","46:57.36",20.4311666666667,46.956
"Meszes","20:47.81","48:26.30",20.7968333333333,48.4383333333333
"Meszlen","16:42.10","47:19.87",16.7016666666667,47.3311666666667
"Mesztegnyõ","17:25.37","46:29.83",17.4228333333333,46.4971666666667
"Mezõberény","21:01.80","46:49.45",21.03,46.8241666666667
"Mezõcsát","20:54.50","47:49.39",20.9083333333333,47.8231666666667
"Mezõcsokonya","17:38.63","46:25.93",17.6438333333333,46.4321666666667
"Mezõd","18:06.21","46:17.34",18.1035,46.289
"Mezõfalva","18:46.84","46:55.96",18.7806666666667,46.9326666666667
"Mezõgyán","21:31.39","46:52.18",21.5231666666667,46.8696666666667
"Mezõhegyes","20:49.17","46:18.95",20.8195,46.3158333333333
"Mezõhék","20:23.35","46:59.79",20.3891666666667,46.9965
"Mezõkeresztes","20:41.40","47:49.53",20.69,47.8255
"Mezõkomárom","18:17.66","46:49.71",18.2943333333333,46.8285
"Mezõkovácsháza","20:54.78","46:24.76",20.913,46.4126666666667
"Mezõkövesd","20:34.52","47:48.43",20.5753333333333,47.8071666666667
"Mezõladány","22:13.32","48:16.39",22.222,48.2731666666667
"Mezõlak","17:22.24","47:19.87",17.3706666666667,47.3311666666667
"Mezõnagymihály","20:43.86","47:48.40",20.731,47.8066666666667
"Mezõnyárád","20:40.77","47:51.69",20.6795,47.8615
"Mezõörs","17:53.00","47:34.16",17.8833333333333,47.5693333333333
"Mezõpeterd","21:37.25","47:09.93",21.6208333333333,47.1655
"Mezõsas","21:34.12","47:06.61",21.5686666666667,47.1101666666667
"Mezõszemere","20:31.17","47:44.82",20.5195,47.747
"Mezõszentgyörgy","18:16.99","46:59.56",18.2831666666667,46.9926666666667
"Mezõszilas","18:28.78","46:48.65",18.4796666666667,46.8108333333333
"Mezõtárkány","20:28.67","47:43.23",20.4778333333333,47.7205
"Mezõtúr","20:37.55","47:00.25",20.6258333333333,47.0041666666667
"Mezõzombor","21:15.70","48:09.02",21.2616666666667,48.1503333333333
"Miháld","17:07.51","46:27.10",17.1251666666667,46.4516666666667
"Mihályfa","17:11.24","46:58.83",17.1873333333333,46.9805
"Mihálygerge","19:38.09","48:11.79",19.6348333333333,48.1965
"Mihályháza","17:20.34","47:18.48",17.339,47.308
"Mihályi","17:05.63","47:31.38",17.0938333333333,47.523
"Mike","17:31.91","46:14.47",17.5318333333333,46.2411666666667
"Mikebuda","19:36.99","47:09.51",19.6165,47.1585
"Mikekarácsonyfa","16:42.29","46:39.57",16.7048333333333,46.6595
"Mikepércs","21:38.24","47:26.45",21.6373333333333,47.4408333333333
"Miklósi","17:59.94","46:38.89",17.999,46.6481666666667
"Mikófalva","20:19.16","48:03.37",20.3193333333333,48.0561666666667
"Mikóháza","21:35.48","48:27.66",21.5913333333333,48.461
"Mikosszéplak","16:58.62","47:01.93",16.977,47.0321666666667
"Milejszeg","16:44.34","46:47.42",16.739,46.7903333333333
"Milota","22:46.92","48:06.26",22.782,48.1043333333333
"Mindszent","20:11.37","46:31.43",20.1895,46.5238333333333
"Mindszentgodisa","18:03.88","46:13.73",18.0646666666667,46.2288333333333
"Mindszentkálla","17:33.13","46:52.43",17.5521666666667,46.8738333333333
"Misefa","16:59.23","46:48.30",16.9871666666667,46.805
"Miske","19:02.03","46:26.66",19.0338333333333,46.4443333333333
"Miskolc","20:47.96","48:06.22",20.7993333333333,48.1036666666667
"Miszla","18:28.87","46:37.90",18.4811666666667,46.6316666666667
"Mocsa","18:10.82","47:40.06",18.1803333333333,47.6676666666667
"Mogyoród","19:14.54","47:35.98",19.2423333333333,47.5996666666667
"Mogyorósbánya","18:35.84","47:43.41",18.5973333333333,47.7235
"Mogyoróska","21:19.54","48:22.67",21.3256666666667,48.3778333333333
"Moha","18:20.05","47:14.62",18.3341666666667,47.2436666666667
"Mohács","18:41.23","45:59.54",18.6871666666667,45.9923333333333
"Mohora","19:20.54","47:59.60",19.3423333333333,47.9933333333333
"Molnári","16:50.02","46:23.11",16.8336666666667,46.3851666666667
"Molnaszecsõd","16:40.76","47:02.68",16.6793333333333,47.0446666666667
"Molvány","17:44.77","46:01.81",17.7461666666667,46.0301666666667
"Monaj","20:56.28","48:18.43",20.938,48.3071666666667
"Monok","21:09.08","48:12.74",21.1513333333333,48.2123333333333
"Monor","19:26.86","47:21.00",19.4476666666667,47.35
"Mónosbél","20:20.22","48:02.17",20.337,48.0361666666667
"Monostorapáti","17:33.63","46:55.61",17.5605,46.9268333333333
"Monostorpályi","21:46.61","47:23.85",21.7768333333333,47.3975
"Monoszló","17:38.45","46:54.15",17.6408333333333,46.9025
"Monyoród","18:28.85","46:00.61",18.4808333333333,46.0101666666667
"Mór","18:12.71","47:22.50",18.2118333333333,47.375
"Mórágy","18:38.68","46:12.97",18.6446666666667,46.2161666666667
"Mórahalom","19:53.14","46:13.07",19.8856666666667,46.2178333333333
"Móricgát","19:40.24","46:38.01",19.6706666666667,46.6335
"Mórichida","17:25.12","47:30.90",17.4186666666667,47.515
"Mosdós","17:59.41","46:21.26",17.9901666666667,46.3543333333333
"Mosonmagyaróvár","17:16.07","47:52.30",17.2678333333333,47.8716666666667
"Mosonszentmiklós","17:25.64","47:43.71",17.4273333333333,47.7285
"Mosonszolnok","17:10.52","47:51.12",17.1753333333333,47.852
"Mozsgó","17:50.77","46:06.91",17.8461666666667,46.1151666666667
"Mõcsény","18:35.51","46:15.59",18.5918333333333,46.2598333333333
"Mucsfa","18:25.23","46:21.36",18.4205,46.356
"Mucsi","18:23.63","46:25.74",18.3938333333333,46.429
"Múcsony","20:40.93","48:16.25",20.6821666666667,48.2708333333333
"Muhi","20:55.86","47:58.83",20.931,47.9805
"Murakeresztúr","16:52.73","46:21.65",16.8788333333333,46.3608333333333
"Murarátka","16:40.56","46:27.49",16.676,46.4581666666667
"Muraszemenye","16:38.01","46:28.63",16.6335,46.4771666666667
"Murga","18:29.30","46:27.65",18.4883333333333,46.4608333333333
"Murony","21:02.55","46:45.72",21.0425,46.762
"Nábrád","22:26.79","48:00.40",22.4465,48.0066666666667
"Nadap","18:37.17","47:15.44",18.6195,47.2573333333333
"Nádasd","16:36.92","46:57.87",16.6153333333333,46.9645
"Nádasdladány","18:14.30","47:08.38",18.2383333333333,47.1396666666667
"Nádudvar","21:09.85","47:25.62",21.1641666666667,47.427
"Nágocs","17:57.59","46:39.80",17.9598333333333,46.6633333333333
"Nagyacsád","17:22.34","47:21.95",17.3723333333333,47.3658333333333
"Nagyalásony","17:21.41","47:13.94",17.3568333333333,47.2323333333333
"Nagyar","22:33.15","48:03.61",22.5525,48.0601666666667
"Nagyatád","17:21.80","46:13.69",17.3633333333333,46.2281666666667
"Nagybajcs","17:41.27","47:45.91",17.6878333333333,47.7651666666667
"Nagybajom","17:30.65","46:23.70",17.5108333333333,46.395
"Nagybakónak","17:02.61","46:33.22",17.0435,46.5536666666667
"Nagybánhegyes","20:54.18","46:27.59",20.903,46.4598333333333
"Nagybaracska","18:54.38","46:02.75",18.9063333333333,46.0458333333333
"Nagybarca","20:31.84","48:14.89",20.5306666666667,48.2481666666667
"Nagybárkány","19:42.19","47:59.85",19.7031666666667,47.9975
"Nagyberény","18:10.39","46:47.86",18.1731666666667,46.7976666666667
"Nagyberki","18:00.53","46:21.46",18.0088333333333,46.3576666666667
"Nagybörzsöny","18:49.96","47:56.23",18.8326666666667,47.9371666666667
"Nagybudmér","18:26.81","45:56.20",18.4468333333333,45.9366666666667
"Nagycenk","16:41.81","47:36.41",16.6968333333333,47.6068333333333
"Nagycsány","17:56.81","45:52.35",17.9468333333333,45.8725
"Nagycsécs","20:57.19","47:57.63",20.9531666666667,47.9605
"Nagycsepely","17:50.23","46:45.02",17.8371666666667,46.7503333333333
"Nagycserkesz","21:33.24","47:57.88",21.554,47.9646666666667
"Nagydém","17:40.44","47:26.39",17.674,47.4398333333333
"Nagydobos","22:18.75","48:03.24",22.3125,48.054
"Nagydobsza","17:39.93","46:02.11",17.6655,46.0351666666667
"Nagydorog","18:39.58","46:37.29",18.6596666666667,46.6215
"Nagyecsed","22:23.38","47:51.95",22.3896666666667,47.8658333333333
"Nagyér","20:43.85","46:22.19",20.7308333333333,46.3698333333333
"Nagyesztergár","17:54.43","47:16.62",17.9071666666667,47.277
"Nagyfüged","20:06.36","47:40.93",20.106,47.6821666666667
"Nagygeresd","16:55.73","47:23.68",16.9288333333333,47.3946666666667
"Nagygörbõ","17:10.71","46:55.74",17.1785,46.929
"Nagygyimót","17:33.04","47:20.43",17.5506666666667,47.3405
"Nagyhajmás","18:17.50","46:22.22",18.2916666666667,46.3703333333333
"Nagyhalász","21:45.26","48:08.29",21.7543333333333,48.1381666666667
"Nagyharsány","18:23.80","45:50.81",18.3966666666667,45.8468333333333
"Nagyhegyes","21:21.03","47:32.34",21.3505,47.539
"Nagyhódos","22:51.22","47:57.79",22.8536666666667,47.9631666666667
"Nagyhuta","21:29.60","48:25.85",21.4933333333333,48.4308333333333
"Nagyigmánd","18:04.53","47:38.33",18.0755,47.6388333333333
"Nagyiván","20:55.83","47:29.16",20.9305,47.486
"Nagykálló","21:46.13","47:42.72",21.7688333333333,47.712
"Nagykamarás","21:07.09","46:28.34",21.1181666666667,46.4723333333333
"Nagykanizsa","16:59.52","46:27.00",16.992,46.45
"Nagykapornak","16:59.67","46:49.22",16.9945,46.8203333333333
"Nagykarácsony","18:46.47","46:52.18",18.7745,46.8696666666667
"Nagykáta","19:44.54","47:24.78",19.7423333333333,47.413
"Nagykereki","21:47.83","47:11.19",21.7971666666667,47.1865
"Nagykeresztúr","19:42.90","48:02.40",19.715,48.04
"Nagykinizs","21:02.10","48:14.11",21.035,48.2351666666667
"Nagykónyi","18:12.07","46:35.74",18.2011666666667,46.5956666666667
"Nagykorpád","17:27.43","46:15.54",17.4571666666667,46.259
"Nagykovácsi","18:52.85","47:34.53",18.8808333333333,47.5755
"Nagykozár","18:19.29","46:03.99",18.3215,46.0665
"Nagykökényes","19:36.02","47:44.06",19.6003333333333,47.7343333333333
"Nagykölked","16:33.27","47:04.09",16.5545,47.0681666666667
"Nagykõrös","19:46.96","47:01.88",19.7826666666667,47.0313333333333
"Nagykörû","20:27.13","47:16.63",20.4521666666667,47.2771666666667
"Nagykutas","16:48.38","46:55.61",16.8063333333333,46.9268333333333
"Nagylak","20:42.71","46:10.31",20.7118333333333,46.1718333333333
"Nagylengyel","16:46.00","46:46.91",16.7666666666667,46.7818333333333
"Nagylóc","19:34.57","48:02.07",19.5761666666667,48.0345
"Nagylók","18:38.22","46:58.65",18.637,46.9775
"Nagylózs","16:46.35","47:33.95",16.7725,47.5658333333333
"Nagymágocs","20:29.37","46:35.05",20.4895,46.5841666666667
"Nagymányok","18:27.59","46:17.10",18.4598333333333,46.285
"Nagymaros","18:57.60","47:47.44",18.96,47.7906666666667
"Nagymizdó","16:39.39","46:59.47",16.6565,46.9911666666667
"Nagynyárád","18:34.92","45:56.68",18.582,45.9446666666667
"Nagyoroszi","19:05.57","48:00.42",19.0928333333333,48.007
"Nagypáli","16:50.73","46:54.62",16.8455,46.9103333333333
"Nagypall","18:27.47","46:08.75",18.4578333333333,46.1458333333333
"Nagypeterd","17:54.02","46:02.78",17.9003333333333,46.0463333333333
"Nagypirit","17:13.60","47:11.94",17.2266666666667,47.199
"Nagyrábé","21:19.99","47:12.27",21.3331666666667,47.2045
"Nagyrada","17:06.91","46:37.18",17.1151666666667,46.6196666666667
"Nagyrákos","16:27.61","46:49.98",16.4601666666667,46.833
"Nagyrécse","17:03.30","46:29.34",17.055,46.489
"Nagyréde","19:51.11","47:45.96",19.8518333333333,47.766
"Nagyrév","20:08.90","46:56.58",20.1483333333333,46.943
"Nagyrozvágy","21:55.72","48:20.27",21.9286666666667,48.3378333333333
"Nagysáp","18:35.78","47:40.86",18.5963333333333,47.681
"Nagysimonyi","17:03.99","47:15.88",17.0665,47.2646666666667
"Nagyszakácsi","17:19.25","46:29.42",17.3208333333333,46.4903333333333
"Nagyszékely","18:31.83","46:38.95",18.5305,46.6491666666667
"Nagyszekeres","22:35.90","48:01.47",22.5983333333333,48.0245
"Nagyszénás","20:40.49","46:40.31",20.6748333333333,46.6718333333333
"Nagyszentjános","17:52.15","47:42.57",17.8691666666667,47.7095
"Nagyszokoly","18:12.63","46:43.31",18.2105,46.7218333333333
"Nagytálya","20:24.69","47:48.99",20.4115,47.8165
"Nagytarcsa","19:16.39","47:28.75",19.2731666666667,47.4791666666667
"Nagytevel","17:34.32","47:17.71",17.572,47.2951666666667
"Nagytilaj","16:57.84","46:58.78",16.964,46.9796666666667
"Nagytótfalu","18:20.79","45:51.86",18.3465,45.8643333333333
"Nagytõke","20:17.26","46:45.43",20.2876666666667,46.7571666666667
"Nagyút","20:10.48","47:43.27",20.1746666666667,47.7211666666667
"Nagyvarsány","22:17.15","48:09.81",22.2858333333333,48.1635
"Nagyváty","17:56.01","46:03.73",17.9335,46.0621666666667
"Nagyvázsony","17:41.88","46:58.98",17.698,46.983
"Nagyvejke","18:26.87","46:22.74",18.4478333333333,46.379
"Nagyveleg","18:06.62","47:21.68",18.1103333333333,47.3613333333333
"Nagyvenyim","18:54.65","46:51.12",18.9108333333333,46.852
"Nagyvisnyó","20:25.62","48:08.47",20.427,48.1411666666667
"Nak","18:03.29","46:29.02",18.0548333333333,46.4836666666667
"Napkor","21:52.18","47:56.57",21.8696666666667,47.9428333333333
"Nárai","16:33.25","47:11.60",16.5541666666667,47.1933333333333
"Narda","16:27.70","47:14.17",16.4616666666667,47.2361666666667
"Naszály","18:15.43","47:41.87",18.2571666666667,47.6978333333333
"Négyes","20:41.11","47:42.14",20.6851666666667,47.7023333333333
"Nekézseny","20:25.74","48:10.18",20.429,48.1696666666667
"Nemesapáti","16:57.05","46:52.11",16.9508333333333,46.8685
"Nemesbikk","20:58.14","47:53.32",20.969,47.8886666666667
"Nemesborzova","22:51.22","47:57.79",22.8536666666667,47.9631666666667
"Nemesbõd","16:44.14","47:16.15",16.7356666666667,47.2691666666667
"Nemesbük","17:08.72","46:49.51",17.1453333333333,46.8251666666667
"Nemescsó","16:37.03","47:21.02",16.6171666666667,47.3503333333333
"Nemesdéd","17:14.59","46:26.07",17.2431666666667,46.4345
"Nemesgörzsöny","17:21.82","47:23.80",17.3636666666667,47.3966666666667
"Nemesgulács","17:29.08","46:50.12",17.4846666666667,46.8353333333333
"Nemeshany","17:22.14","47:04.21",17.369,47.0701666666667
"Nemeshetés","16:54.84","46:48.03",16.914,46.8005
"Nemeske","17:42.98","46:01.26",17.7163333333333,46.021
"Nemeskér","16:48.26","47:29.05",16.8043333333333,47.4841666666667
"Nemeskeresztúr","17:11.63","47:05.54",17.1938333333333,47.0923333333333
"Nemeskisfalud","17:22.02","46:26.43",17.367,46.4405
"Nemeskocs","17:11.33","47:12.09",17.1888333333333,47.2015
"Nemeskolta","16:38.30","47:04.58",16.6383333333333,47.0763333333333
"Nemesládony","16:53.32","47:24.10",16.8886666666667,47.4016666666667
"Nemesmedves","16:24.15","46:59.82",16.4025,46.997
"Nemesnádudvar","19:03.18","46:20.41",19.053,46.3401666666667
"Nemesnép","16:27.57","46:42.08",16.4595,46.7013333333333
"Nemespátró","17:00.28","46:19.51",17.0046666666667,46.3251666666667
"Nemesrádó","16:59.78","46:46.71",16.9963333333333,46.7785
"Nemesrempehollós","16:41.03","47:05.66",16.6838333333333,47.0943333333333
"Nemessándorháza","16:57.11","46:47.18",16.9518333333333,46.7863333333333
"Nemesvámos","17:52.34","47:03.23",17.8723333333333,47.0538333333333
"Nemesvid","17:15.18","46:29.42",17.253,46.4903333333333
"Nemesvita","17:22.10","46:49.39",17.3683333333333,46.8231666666667
"Nemesszalók","17:18.01","47:16.62",17.3001666666667,47.277
"Nemesszentandrás","16:56.73","46:46.49",16.9455,46.7748333333333
"Németbánya","17:38.71","47:13.05",17.6451666666667,47.2175
"Németfalu","16:41.29","46:48.99",16.6881666666667,46.8165
"Németkér","18:45.87","46:43.10",18.7645,46.7183333333333
"Nemti","19:53.99","48:00.45",19.8998333333333,48.0075
"Neszmély","18:21.52","47:44.15",18.3586666666667,47.7358333333333
"Nézsa","19:17.78","47:50.72",19.2963333333333,47.8453333333333
"Nick","17:01.20","47:24.16",17.02,47.4026666666667
"Nikla","17:30.87","46:34.83",17.5145,46.5805
"Nógrád","19:03.06","47:54.30",19.051,47.905
"Nógrádkövesd","19:22.38","47:52.74",19.373,47.879
"Nógrádmarcal","19:23.28","48:01.61",19.388,48.0268333333333
"Nógrádmegyer","19:37.59","48:04.12",19.6265,48.0686666666667
"Nógrádsáp","19:21.35","47:50.40",19.3558333333333,47.84
"Nógrádsipek","19:30.17","48:00.50",19.5028333333333,48.0083333333333
"Nógrádszakál","19:31.68","48:10.97",19.528,48.1828333333333
"Nóráp","17:27.61","47:16.33",17.4601666666667,47.2721666666667
"Noszlop","17:27.57","47:10.95",17.4595,47.1825
"Noszvaj","20:28.62","47:56.18",20.477,47.9363333333333
"Nova","16:40.81","46:41.24",16.6801666666667,46.6873333333333
"Novaj","20:29.00","47:51.45",20.4833333333333,47.8575
"Novajidrány","21:10.07","48:23.81",21.1678333333333,48.3968333333333
"Nõtincs","19:08.39","47:53.01",19.1398333333333,47.8835
"Nyalka","17:48.61","47:32.55",17.8101666666667,47.5425
"Nyárád","17:21.79","47:16.99",17.3631666666667,47.2831666666667
"Nyáregyháza","19:30.12","47:15.68",19.502,47.2613333333333
"Nyárlõrinc","19:52.59","46:51.58",19.8765,46.8596666666667
"Nyársapát","19:48.11","47:06.02",19.8018333333333,47.1003333333333
"Nyékládháza","20:50.47","47:59.65",20.8411666666667,47.9941666666667
"Nyergesújfalu","18:32.74","47:45.39",18.5456666666667,47.7565
"Nyésta","20:57.12","48:22.31",20.952,48.3718333333333
"Nyim","18:06.46","46:48.15",18.1076666666667,46.8025
"Nyírábrány","22:01.07","47:32.82",22.0178333333333,47.547
"Nyíracsád","21:58.47","47:36.11",21.9745,47.6018333333333
"Nyirád","17:27.06","47:00.25",17.451,47.0041666666667
"Nyíradony","21:54.43","47:41.48",21.9071666666667,47.6913333333333
"Nyírbátor","22:07.77","47:50.23",22.1295,47.8371666666667
"Nyírbéltek","22:07.71","47:41.89",22.1285,47.6981666666667
"Nyírbogát","22:03.80","47:48.11",22.0633333333333,47.8018333333333
"Nyírbogdány","21:52.35","48:03.43",21.8725,48.0571666666667
"Nyírcsaholy","22:20.24","47:54.24",22.3373333333333,47.904
"Nyírcsászári","22:10.47","47:52.11",22.1745,47.8685
"Nyírderzs","22:09.77","47:53.92",22.1628333333333,47.8986666666667
"Nyíregyháza","21:28.34","48:07.45",21.4723333333333,48.1241666666667
"Nyírgelse","21:58.68","47:45.78",21.978,47.763
"Nyírgyulaj","22:05.49","47:53.17",22.0915,47.8861666666667
"Nyíri","21:26.67","48:29.94",21.4445,48.499
"Nyíribrony","21:57.83","48:01.03",21.9638333333333,48.0171666666667
"Nyírjákó","22:04.59","48:01.88",22.0765,48.0313333333333
"Nyírkarász","22:05.93","48:05.81",22.0988333333333,48.0968333333333
"Nyírkáta","22:14.68","47:51.93",22.2446666666667,47.8655
"Nyírkércs","22:02.88","48:00.84",22.048,48.014
"Nyírlövõ","22:11.33","48:12.25",22.1888333333333,48.2041666666667
"Nyírlugos","22:02.45","47:41.67",22.0408333333333,47.6945
"Nyírmada","22:11.94","48:03.83",22.199,48.0638333333333
"Nyírmártonfalva","21:54.31","47:35.18",21.9051666666667,47.5863333333333
"Nyírmeggyes","22:15.91","47:54.83",22.2651666666667,47.9138333333333
"Nyírmihálydi","21:58.06","47:44.05",21.9676666666667,47.7341666666667
"Nyírparasznya","22:16.05","48:01.41",22.2675,48.0235
"Nyírpazony","21:47.90","47:58.87",21.7983333333333,47.9811666666667
"Nyírpilis","22:11.49","47:46.97",22.1915,47.7828333333333
"Nyírtass","22:01.55","48:06.88",22.0258333333333,48.1146666666667
"Nyírtelek","21:21.02","48:02.55",21.3503333333333,48.0425
"Nyírtét","21:55.47","48:00.27",21.9245,48.0045
"Nyírtura","21:49.86","48:00.90",21.831,48.015
"Nyírvasvári","22:11.25","47:49.26",22.1875,47.821
"Nyomár","20:49.28","48:16.58",20.8213333333333,48.2763333333333
"Nyõgér","16:56.25","47:10.91",16.9375,47.1818333333333
"Nyugotszenterzsébet","17:54.65","46:04.57",17.9108333333333,46.0761666666667
"Nyúl","17:41.29","47:35.10",17.6881666666667,47.585
"Óbánya","18:24.48","46:13.32",18.408,46.222
"Óbarok","18:33.99","47:29.69",18.5665,47.4948333333333
"Óbudavár","17:41.50","46:56.28",17.6916666666667,46.938
"Ócsa","19:13.95","47:17.84",19.2325,47.2973333333333
"Ócsárd","18:09.29","45:55.97",18.1548333333333,45.9328333333333
"Ófalu","18:32.03","46:13.22",18.5338333333333,46.2203333333333
"Ófehértó","22:02.82","47:56.05",22.047,47.9341666666667
"Óföldeák","20:26.33","46:17.92",20.4388333333333,46.2986666666667
"Óhid","17:10.35","46:57.74",17.1725,46.9623333333333
"Okány","21:21.01","46:53.95",21.3501666666667,46.8991666666667
"Okorág","17:52.67","45:55.59",17.8778333333333,45.9265
"Okorvölgy","18:03.73","46:09.10",18.0621666666667,46.1516666666667
"Olasz","18:24.95","46:00.65",18.4158333333333,46.0108333333333
"Olaszfa","16:53.12","47:00.94",16.8853333333333,47.0156666666667
"Olaszfalu","17:54.71","47:14.59",17.9118333333333,47.2431666666667
"Olaszliszka","21:25.84","48:14.60",21.4306666666667,48.2433333333333
"Olcsva","22:19.82","48:05.26",22.3303333333333,48.0876666666667
"Olcsvaapáti","22:21.08","48:05.34",22.3513333333333,48.089
"Old","18:21.31","45:47.36",18.3551666666667,45.7893333333333
"Ólmod","16:35.40","47:24.86",16.59,47.4143333333333
"Oltárc","16:50.10","46:31.80",16.835,46.53
"Onga","20:54.53","48:07.26",20.9088333333333,48.121
"Ónod","20:54.98","48:00.14",20.9163333333333,48.0023333333333
"Ópályi","22:19.23","47:59.81",22.3205,47.9968333333333
"Ópusztaszer","20:03.98","46:29.82",20.0663333333333,46.497
"Orbányosfa","16:59.02","46:51.12",16.9836666666667,46.852
"Orci","17:52.46","46:24.36",17.8743333333333,46.406
"Ordacsehi","17:37.40","46:44.46",17.6233333333333,46.741
"Ordas","18:56.88","46:38.23",18.948,46.6371666666667
"Orfalu","16:16.16","46:52.81",16.2693333333333,46.8801666666667
"Orfû","18:09.42","46:08.22",18.157,46.137
"Orgovány","19:28.52","46:45.05",19.4753333333333,46.7508333333333
"Ormándlak","16:45.24","46:45.60",16.754,46.76
"Ormosbánya","20:39.07","48:19.95",20.6511666666667,48.3325
"Orosháza","20:40.34","46:33.86",20.6723333333333,46.5643333333333
"Oroszi","17:25.02","47:09.32",17.417,47.1553333333333
